window_start,window_end,frozen_auc,incr_auc,periodic_auc
519500,519550,0.8166,0.9364,0.9376
519550,519600,0.7426000000000001,0.8772,0.8744000000000001
519600,519650,0.7796000000000002,0.8887999999999999,0.8972
519650,519700,0.7862,0.9102,0.9066000000000001
519700,519750,0.7464000000000001,0.8570000000000001,0.8553999999999998
519750,519800,0.7982,0.9154,0.9198
519800,519850,0.7178,0.8396000000000001,0.848
519850,519900,0.6796000000000001,0.9141999999999999,0.9009999999999999
519900,519950,0.7478,0.8108,0.7976000000000001
519950,520000,0.7528000000000001,0.8238,0.8361999999999999
520000,520050,0.6496,0.8510000000000002,0.8277999999999999
520050,520100,0.7718,0.8828,0.8896000000000001
520100,520150,0.7414000000000001,0.8924000000000001,0.9047999999999999
520150,520200,0.7518,0.8754,0.8865999999999999
520200,520250,0.6998000000000001,0.888,0.8832
520250,520300,0.7355999999999999,0.8565999999999999,0.8674
520300,520350,0.7138,0.8573999999999999,0.8618
520350,520400,0.668,0.8552000000000002,0.8655999999999999
520400,520450,0.7542,0.8808,0.8747999999999999
520450,520500,0.7280000000000001,0.9158000000000001,0.9138
520500,520550,0.6479999999999999,0.7936,0.8096
520550,520600,0.7108,0.8848,0.8956
520600,520650,0.7664,0.897,0.9182
520650,520700,0.6438,0.8966000000000001,0.8886000000000001
520700,520750,0.8023999999999999,0.9542,0.9450000000000001
520750,520800,0.7594000000000001,0.8656,0.8588
520800,520850,0.7454000000000001,0.8498,0.8654000000000001
520850,520900,0.7834000000000001,0.8868,0.8952
